text,label
"['halahhh', 'halahhh', 'hancur']",Negatif
"['kalau', 'katanya', 'percaya', 'proses', 'kenapa', 'sty', 'ditendang', 'anjir', 'tidak', 'habis', 'fikir']",Negatif
"['karma', 'itu', 'namanya']",Negatif
"['nih', 'main', 'tuh', 'kayak', 'begini', 'mamam', 'noh', 'possesion', 'kamu', 'mau', 'bawa', 'pulang', 'bola', 'apa', 'poin']",Negatif
"['gimmick', 'banyakan', 'drama', 'kamu']",Negatif
"['mampus', 'kamu', 'anjing']",Negatif
"['mamam', 'noh', 'umpanan', 'samping', 'kiri', 'kanan', 'terus', 'kerebut', 'counter', 'attack', 'berujung', 'goal']",Negatif
"['kepala', 'bapak', 'kau', 'thanks']",Negatif
"['pssi', 'tolol']",Negatif
"['hahh', 'kamu', 'tolol', 'apa', 'bagaimana', 'sih', 'ole', 'saja', 'baru', 'dinaturalisasi', 'kemarin']",Negatif
"['mamam', 'tuh', 'total', 'football', 'anjing']",Negatif
"['kembalikan', 'sty']",Negatif
"['skalian', 'planga', 'plongo', 'terus', 'bikin', 'negara', 'nyungsep']",Negatif
"['harusnya', 'masih', 'sty', 'yang', 'ngelatih', 'kemarin']",Negatif
"['bisa', 'di', 'bisa', 'di', 'bayangkan', 'apabila', 'indonesia', 'amit', 'amit', 'kalah', 'lawan', 'bahrain', 'sugbk', 'yang', 'seharusnya', 'tempat', 'sakral', 'namun', 'berubah', 'menjadi', 'tempat', 'colosium', 'yang', 'penuh', 'caci', 'maki', 'dan', 'sorakan']",Negatif
"['indak', 'ada', 'pergerakan', 'ndan', 'melihat', 'hasil', 'kemarin', 'timnas', 'dibuat', 'kayak', 'semacam', 'latihan', 'tembak']",Negatif
"['itu', 'mah', 'team', 'cadangan', 'belanda', 'ke', 'lima']",Negatif
"['wkwk', 'ternyata', 'korsel', 'lebih', 'bagus', 'dari', 'belanda', 'walaupun', 'bahasa', 'makan', 'tuh', 'hujatan', 'makaannn']",Negatif
"['hahahaha', 'endon', 'bodoh']",Negatif
"['main', 'high', 'defensive', 'line', 'amp', 'aggresive', 'lawan', 'tim', 'sekelas', 'aussie', 'sih', 'ada', 'gila', 'gila', 'ya', 'juga', 'kluivert', 'mana', 'tengah', 'ya', 'haye', 'di', 'bantu', 'nathan', 'amp', 'lino', 'yang', 'di', 'babak', 'mereka', 'kemana', 'pergantian', 'pemain', 'yang', 'telat', 'banget', 'skema', 'build', 'up', 'amp', 'final', 'third', 'yang', 'jelek', 'lagi', 'lagi', 'masalah', 'decision', 'making']",Negatif
"['tau', 'kan', 'perbedaan', 'nya', 'sama', 'ya', 'jelas', 'beda', 'sty', 'membangun', 'itu', 'semua', 'kurang', 'lebih', 'tahun', 'membangun', 'camistry', 'antara', 'anak', 'nya', 'semua', 'tidak', 'instan', 'dan', 'berproses', 'lah', 'sudah', 'jadi', 'tinggal', 'sempurnakan', 'malah', 'zoonk']",Negatif
"['ya', 'bagaimana', 'ya', 'menjabat', 'jabatan', 'federasi', 'kok', 'memakai', 'ego', 'sentimen', 'pribadi', 'wowkwkwkwkkw']",Negatif
"['kecewa', 'sama', 'hasil', 'timnas', 'indonesia', 'vs', 'australia', 'btw', 'yang', 'mau', 'kredit', 'bisa', 'dm', 'saja', 'ya']",Negatif
"['mana', 'hasil', 'akhir', 'matchnya', 'tol', 'kontlo']",Negatif
"['balikin', 'sty', 'tidak', 'woii']",Negatif
"['bodohnya', 'pelatih', 'ini', 'sih', 'nathan', 'tidak', 'diganti', 'cok']",Negatif
"['bu', 'buat', 'parlay', 'kak', 'wkwk']",Negatif
"['ku', 'bantu', 'tertawa', 'lepas', 'lega', 'sesuai', 'prediksi', 'pribadi']",Negatif
"['gila', 'banget', 'nih', 'permainan', 'acak', 'an', 'blunder', 'banget', 'nol', 'besar', 'strategi', 'saja', 'kga', 'jelas', 'bagaimana', 'pas', 'entar', 'lawan', 'bahrain', 'ini', 'aduh', 'puyeng', 'banget', 'gue', 'dahlah', 'pak', 'erik', 'tidak', 'usah', 'banyak', 'cingcong', 'pokoknya', 'balikin', 'sty', 'pas', 'lawan', 'bahrain']",Negatif
"['terlalu', 'banyak', 'influencer', 'mengelilingi', 'timnas', 'benar', 'benar', 'telanjang', 'koyoke', 'sementara', 'ostrali', 'hampir', 'tidak', 'ada', 'yang', 'di', 'expose', 'begitu', 'ketemu', 'langsung', 'di', 'hajar', 'entek', 'wes']",Negatif
"['kontol', 'kamu', 'semua']",Negatif
"['balbalan', 'pakai', 'perasaan', 'teori', 'darimana', 'itu', 'kau', 'yang', 'mulai', 'kau', 'yang', 'mengahiri', 'ten', 'hag', 'mungkin', 'masih', 'di', 'mu', 'sekarang']",Negatif
"['hahahahahahahahahahahahahahahahahahahaha', 'kasihan', 'sekali', 'federasi', 'satu', 'ini']",Negatif
"['padahal', 'tahun', 'lalu', 'sudah', 'ada', 'contoh', 'kali', 'lawan', 'australia', 'dimana', 'pas', 'pertemuan', 'pertama', 'main', 'terbuka', 'hasilnya', 'kalah', 'dan', 'main', 'lebih', 'bertahan', 'berhasil', 'menahan', 'imbang', 'masa', 'iya', 'tim', 'pelatih', 'tidak', 'mengalisa', 'pertadingan', 'tersebut']",Negatif
"['bubarkan', 'pssi', 'timnas', 'malah', 'jadi', 'kacau', 'begini', 'bukan', 'tambah', 'baik', 'malah', 'di', 'obokobok']",Negatif
"['mau', 'jadi', 'presiden', 'abang', 'kasih', 'saja']",Negatif
"['fan', 'timnas', 'andai', 'saja', 'pelatihnya', 'bukan', 'patrick', 'kluivert']",Negatif
"['sty', 'yang', 'tidak', 'bisa', 'bahasa', 'inggris', 'itu', 'lebih', 'tau', 'kapasitas', 'pemainnya', 'daripada', 'patrick', 'yang', 'bisa', 'bahasa', 'belanda', 'itu']",Negatif
"['erick', 'tohir', 'memang', 'diakui', 'punya', 'duit', 'bahkan', 'bisa', 'beli', 'club', 'sepak', 'bola', 'tapi', 'bukan', 'bearti', 'paham', 'taktik', 'permainan', 'sepak', 'bola', 'sampai', 'disini', 'paham', 'kalian', 'jayanya', 'timnas', 'indonesia', 'bukan', 'di', 'era', 'erick', 'tohir', 'tapi', 'kepemimpinan', 'sebelumnya']",Negatif
"['sangat', 'memalukan', 'gue', 'sudah', 'tidak', 'bisa', 'mengomong', 'apa', 'kecuali', 'kalian', 'kebun', 'binatang']",Negatif
"['bagaimana', 'katanya', 'kehalan', 'komunikasi', 'ini', 'komunikasi', 'sudah', 'sama', 'tapi', 'kebanrai', 'kata', 'ku', 'mah', 'mending', 'jadi', 'penyepong', 'sty', 'deh', 'ah', 'tolol', 'memang', 'kalean', 'semua']",Negatif
"['total', 'football', 'sudah', 'indak', 'jaman', 'bahkan', 'sudah', 'terlalu', 'kuno', 'bahkan', 'sekelas', 'barcelona', 'saja', 'sudah', 'bermain', 'direct', 'football']",Negatif
"['apa', 'itu', 'proses', 'kami', 'mau', 'ya', 'hasil', 'instan', 'proses', 'telah', 'di', 'buang', 'dengan', 'di', 'pecat', 'ya', 'sty']",Negatif
"['patrick', 'kluivert', 'bikin', 'timnas', 'indonesia', 'terkapar', 'kok', 'cuma', 'plangaplongo']",Negatif
"['kebangetan', 'ini']",Negatif
"['untung', 'ya', 'kecewa', 'berat', 'asli']",Negatif
"['prediksi', 'ane', 'timnas', 'bakal', 'kesulitan', 'dan', 'semakin', 'suram', 'semoga', 'prediksi', 'ane', 'salah']",Negatif
"['ndasmu', 'kata', 'prabowo']",Negatif
['monyeet'],Negatif
"['percuma', 'di', 'swansea', 'dia', 'latihan', 'mulu', 'main', 'kagak']",Negatif
"['emosi', 'terwakilkan']",Negatif
"['ingat', 'ini', 'bukan', 'salah', 'pemain', 'atau', 'pelatih', 'yang', 'salah', 'itu', 'yang', 'mengganti', 'pelatih', 'di', 'tengah', 'jalan', 'yaitu', 'dan', 'sudah', 'tahu', 'masih', 'berkompetisi', 'malah', 'diganti', 'sudah', 'tahu', 'latihan', 'itu', 'cuma', 'hari', 'sebelum', 'match', 'day', 'malah', 'digantitolol']",Negatif
"['pahamkan', 'kenapa', 'sty', 'sering', 'counter', 'attacksedikti', 'parkir', 'bus', 'ya', 'ini', 'begini']",Negatif
"['tagar', 'mengema', 'di', 'media', 'sosial', 'bangun', 'timnas', 'indonesia', 'tahun', 'dihancurkan', 'kurun', 'waktu', 'menit']",Negatif
"['lucu', 'banget', 'fak']",Negatif
"['timnas', 'kalah', 'telak', 'akibat', 'ulah', 'pssi', 'dengan', 'buru', 'ganti', 'coach', 'sty']",Negatif
"['iya', 'karena', 'semua', 'thread', 'dan', 'argumen', 'kamu', 'sudah', 'patah', 'sama', 'realita', 'kamu', 'cuma', 'bisa', 'bilang', 'sty', 'out', 'sty', 'out', 'kayak', 'orang', 'autis', 'dongok']",Negatif
"['pengin', 'tau', 'kondisi', 'pak', 'et', 'lawan', 'china', 'pas', 'kalah', 'gimmicknya', 'menyandar', 'didinding', 'apakah', 'setelah', 'dibantai', 'begini', 'beliau', 'menempel', 'didinding', 'kayak', 'spiderman']",Negatif
"['sekolah', 'pada', 'sampai', 'sarjana', 'otaknya', 'cuma', 'pada', 'jadi', 'panjangan', 'doang']",Negatif
"['kamu', 'kak', 'penikmat', 'argumen', 'selalu', 'bersuara', 'tentang', 'politik', 'dengan', 'cara', 'kasar', 'di', 'akun', 'kamu', 'sini', 'kata', 'ini', 'gue', 'kagak', 'mempan', 'sekali', 'lagi', 'gue', 'ketik', 'kagak', 'mempan', 'mau', 'kamu', 'pakai', 'akun', 'kosongan', 'pp', 'template', 'kosong', 'lah', 'aktivis', 'sty', 'lah', 'kagak', 'peduli', 'gue', 'orang', 'stynya', 'sudah', 'out', 'hahha', 'mampus']",Negatif
"['mampus', 'mampus', 'bubar', 'saja', 'kamu', 'pada', 'tolol']",Negatif
"['sty', 'memang', 'tidak', 'cocok', 'menjadi', 'head', 'coach', 'timnas', 'tapi', 'mungkin', 'sty', 'cocok', 'jadi', 'ketua', 'umum', 'federasi']",Negatif
"['sih', 'paling', 'merangkul', 'suasana', 'ruang', 'ganti']",Negatif
"['mana', 'et', 'suruh', 'dia', 'tanggung', 'jawab']",Negatif
"['kalau', 'yang', 'penting', 'sty', 'out', 'berarti', 'kamu', 'memang', 'haters', 'sty', 'mending', 'hapus', 'tweet', 'sok', 'bijak', 'jijik', 'gua', 'bacanya']",Negatif
['cuih'],Negatif
"['sty', 'out', 'sty', 'out', 'puas', 'puas', 'puas', 'kesel', 'ya', 'gue', 'mah', 'ogah']",Negatif
"['erik', 'blunder', 'lu', 'tidak', 'ketolong', 'lu']",Negatif
"['sarkas', 'apa', 'itu', 'kurang', 'paham', 'arti', 'ya', 'intinya', 'opini', 'saya', 'seperti', 'itu', 'melihat', 'pertandingan', 'kemarin', 'sore', 'dan', 'senang', 'banget', 'bangga', 'bermain', 'seperti', 'itu', 'semoga', 'next', 'bisa', 'menang', 'ya']",Negatif
"['kalah', 'sih', 'wajar', 'saja', 'tapi', 'bukan', 'juga', 'goblok']",Negatif
"['iya', 'gantinya', 'el', 'judol', 'tidak', 'becus', 'ngelatih', 'timnas', 'new', 'era', 'new', 'era', 'tolol', 'dongok', 'mak', 'kamu', 'lonte', 'anjing']",Negatif
"['mau', 'jersey', 'apapun', 'terserah', 'pecundang', 'goblog']",Negatif
"['arya', 'sinulingga', 'sih', 'paling', 'timnas', 'buat', 'timnas', 'indonesia', 'kembali', 'ke', 'dna', 'awal', 'suka', 'kalah']",Negatif
"['apik', 'seragam', 'anyar', 'langsung', 'kalah', 'besar']",Negatif
"['erick', 'thohir', 'memang', 'selayaknya', 'mundur', 'dari', 'pssi', 'biaya', 'besar', 'tak', 'sebanding', 'dengan', 'prestasi', 'sudah', 'bagus', 'shin', 'tae', 'yong', 'di', 'ganti', 'parah']",Negatif
"['tidak usah', 'jadi', 'buzzer', 'ajg', 'kalau', 'sudah', 'salah', 'ya', 'salah', 'saja', 'memang', 'tolol']",Negatif
"['timnas', 'indonesia', 'pernah', 'punya', 'pelatih', 'dari', 'luar', 'negeri', 'yang', 'berhasil', 'menumbangkan', 'negaranya', 'sendiri']",Negatif
"['apa', 'bisa', 'lebih', 'buruk', 'lagi']",Negatif
"['federasi', 'gblg']",Negatif
"['sudah', 'tidak', 'mau', 'tau', 'prosesnya', 'sekarang', 'waktunya', 'melihat', 'hasil', 'ini', 'kan', 'mau', 'kalian']",Negatif
"['strategi', 'permainan', 'tidak', 'jelas', 'starting', 'xi', 'nguawur', 'total', 'football', 'tolol', 'football', 'logical', 'fallacy', 'banyak', 'fan', 'adalah', 'membela', 'el', 'bintang', 'laut', 'karena', 'pemain', 'belum', 'beradaptasi', 'padahal', 'sudah', 'tau', 'pertandingan', 'penting', 'masih', 'saja', 'dipaksa', 'beradaptasi']",Negatif
"['bayaran', 'pemainnya', 'pakai', 'oplosan', 'pertamax', 'sihjadi', 'tidak', 'gacor']",Negatif
"['pak', 'kluivert', 'soal', 'timnas', 'kita', 'tidak', 'ada', 'waktu', 'banyak', 'jangan', 'bacot', 'soal', 'trust', 'the', 'proccess', 'saya', 'dan', 'juta', 'jiwa', 'lainnya', 'percaya', 'kita', 'bisa', 'pak', 'jadi', 'tolong', 'jangan', 'membunuh', 'mimpi', 'itu', 'kalah', 'wajar', 'tapi', 'kalau', 'kelewat', 'wajar', 'cbs']",Negatif
"['padahal', 'konon', 'dia', 'pernah', 'manage', 'klubklub', 'di', 'italia', 'harusnya', 'kalau', 'pernah', 'manage', 'klub', 'di', 'italia', 'otaknya', 'makin', 'moncer', 'karena', 'ada', 'pengalamannya', 'daripada', 'manage', 'klub', 'lokal']",Negatif
"['debut', 'yang', 'mengesankan', 'cukup', 'apa', 'yang', 'kau', 'di', 'harapkan', 'pemain', 'anak', 'bangsa', 'hanya', 'sebagai', 'bangku', 'cadangan', 'bagaimana', 'mau', 'maju', 'sepakbola', 'negara', 'ini']",Negatif
"['entah', 'apa', 'yang', 'ada', 'dalam', 'pikiran', 'patrick', 'kluivert', 'saat', 'indonesia', 'takluk', 'secara', 'telak', 'dari', 'australia', 'dengan', 'skor']",Negatif
"['dulu', 'bisa', 'seri', 'kok', 'ini', 'tolong', 'di', 'jelaskan', 'dengan', 'seksama', 'apa', 'tidak', 'ada', 'analisis', 'itu', 'waktu', 'match', 'dulu', 'lawan', 'ausie', 'yang', 'seri', 'apa', 'kurang', 'itu', 'menit', 'kemarin', 'babak', 'prtama', 'buat', 'berpikir', 'what', 'the', 'fuck', 'jika', 'cuma', 'ingin', 'kalah', 'kagak', 'usah', 'beli', 'pelatih', 'se', 'asistennya', 'kocak', 'bobrok', 'banget']",Negatif
"['harusnya', 'belajar', 'dari', 'arab', 'ish', 'ganti', 'pelatih', 'bukan', 'solusi', 'debutannya', 'malah', 'musuh', 'australia', 'dikantongi', 'kangguru', 'kan', 'lawan', 'jepang', 'saja', 'ini', 'sudah', 'sejauh', 'ini', 'tidak', 'banyak', 'yang', 'menerima', 'alasan', 'adaptasi', 'preett', 'kata', 'gue']",Negatif
"['orba', 'kalau', 'bertanya', 'balik']",Negatif
"['ini', 'sih', 'tahi']",Negatif
"['pelakunya', 'kau', 'cari', 'tidak', 'ketemu', 'tidak', 'apa', 'kau', 'lindungi', 'sih', 'pelaku']",Negatif
"['trio', 'jir', 'yang', 'membentuk', 'tembok', 'kokoh', 'di', 'pertahanan', 'garuda']",Negatif
"['mantap', 'keputusan', 'yang', 'tidak', 'masuk', 'akal', 'tolol']",Negatif
"['ogah', 'kalau', 'cuma', 'gol', 'mau', 'ya', 'point', 'absolutely']",Negatif
"['memang', 'kebiasaan', 'nih', 'pemainnya', 'sudah', 'difitnah', 'dihujat', 'tapi', 'tetap', 'saja', 'diam', 'kocak', 'kalau', 'menang', 'muncul', 'semua', 'depan', 'media', 'aktif', 'di', 'sosial', 'media', 'ya', 'heran', 'memang']",Negatif
"['terlalu', 'jauh', 'mending', 'ke', 'asia', 'dulu']",Negatif
"['makanya', 'jangan', 'gengsi', 'jangan', 'nurutin', 'nafsu', 'atasan', 'apalagi', 'mendengarkan', 'pakai', 'tolol', 'football', 'pundit', 'demi', 'terlihat', 'beda', 'dari', 'pelatih', 'sebelumnya', 'buat', 'apa', 'nguasain', 'bola', 'ir', 'menyerang', 'teros', 'kalau', 'gagal', 'bawah', 'poin']",Negatif
"['kalau', 'di', 'pemerintah', 'kuvert', 'ini', 'seperti', 'kambing', 'hitam', 'otak', 'dibelakangnya', 'disembunyikan']",Negatif
"['kalau', 'mayoritas', 'pemain', 'liga', 'kayak', 'dia', 'mah', 'kita', 'tidak', 'perlu', 'repot', 'mencari', 'diaspora']",Negatif
"['anak', 'anjing']",Negatif
"['vibesnya', 'berasa', 'aff', 'anjg']",Negatif
"['mbamas', 'asli', 'sakit', 'banget', 'di', 'tiktok', 'ada', 'juga', 'yang', 'bilang', 'dia', 'nyogok', 'coach', 'biar', 'dimainin', 'padahal', 'pemain', 'lain', 'yang', 'jarang', 'finishing', 'dengan', 'baik', 'juga', 'ada', 'dia', 'loh', 'baru', 'kali', 'langsung', 'pada', 'koarkoar']",Negatif
"['ngawuawu', 'tenan', 'mainmu', 'cak']",Negatif
"['naturalisasi', 'gaya', 'main', 'begitu', 'cuma', 'bisa', 'kasih', 'gol', 'mimpi', 'masuk', 'pildun']",Negatif
"['jujurly', 'eweuh', 'aura', 'pelatih']",Negatif
"['untung', 'sty', 'tidak', 'menonton', 'langsung', 'di', 'gbk', 'semisal', 'menonton', 'gemuruh', 'itu', 'teriak', 'shin', 'tae', 'yong', 'shin', 'tae', 'yong']",Negatif
"['kalau', 'pemain', 'liga', 'lokal', 'cuma', 'bisa', 'mencibir', 'tidak', 'mau', 'menunjukkan', 'apa', 'kayak', 'beberapa', 'pemain', 'yang', 'sudah', 'ya', 'bagaimana', 'mau', 'dipanggil', 'dibanding', 'dengan', 'pemain', 'diaspora', 'yang', 'upload', 'instagram', 'ya', 'saja', 'maksimal', 'postingan', 'tiap', 'bulannya', 'lebih', 'profesional']",Negatif
"['latihan', 'nendang', 'maring', 'kakange', 'ya', 'mas']",Negatif
"['salah', 'pecat', 'pelatih', 'salah', 'pilih', 'pelatih']",Negatif
"['halah', 'halahhh']",Negatif
"['finishing', 'tidak', 'ada', 'yang', 'bagus', 'katanya', 'pemain', 'top', 'eropa']",Negatif
"['coba', 'tonton', 'ulang', 'jamannya', 'coach', 'sin', 'sama', 'permain', 'timnas', 'di', 'match', 'ini']",Negatif
"['federasi', 'harusnya', 'speak', 'up', 'lah', 'gila', 'saja', 'pemainnya', 'diserang', 'bertubitubi', 'sama', 'pejabruts', 'sok tau']",Negatif
"['bisa', 'juga', 'nih', 'orang', 'pemerintahan', 'naturalisasi', 'juga']",Negatif
"['bahagia', 'dengan', 'mereka', 'tidak', 'dengan', 'federasi']",Negatif
"['perbedaan', 'susunan', 'line', 'up', 'timnas', 'indonesia', 'vs', 'bahrain', 'dan', 'australia', 'line', 'up', 'shin', 'tae', 'yong', 'tetap', 'yang', 'terbaik']",Negatif
"['sanak', 'kalau', 'ketemu', 'sama', 'kluivert', 'bulan', 'nanti', 'tolong', 'kunci', 'pintu', 'kamar', 'hotelnya']",Negatif
"['katanya', 'sih', 'emil', 'audero', 'kalau', 'gagal', 'save', 'jadinya', 'emil', 'au', 'sudah']",Negatif
"['eh', 'bentar', 'gue', 'sudah', 'lama', 'tidak', 'menonton', 'bola', 'ini', 'timnas', 'kok', 'banyak', 'bule']",Negatif
"['hahahahaha', 'kebantai', 'paham', 'kan', 'ganti', 'pelatih', 'tidak', 'se', 'instan', 'itu', 'balikin', 'sty']",Negatif
"['pelatih', 'baru', 'minim', 'prestasi', 'langsung', 'dikasih', 'pr', 'buat', 'kualifikasi', 'piala', 'dunia', 'lawan', 'australia', 'minimal', 'ujicoba', 'dulu', 'lawan', 'persikabo']",Negatif
"['kita', 'percayaa', 'hasil', 'yang', 'instantinstant', 'saja']",Negatif
"['buat', 'malu']",Negatif
"['nathan', 'anjing', 'pokoknya']",Negatif
"['main', 'jelas', 'buzerp', 'erick', 'tohir', 'kemana', 'ya']",Negatif
"['memang', 'lawak', 'banget', 'sih', 'erick', 'wkwk', 'makan', 'tuh', 'total', 'football']",Negatif
"['mending', 'mundur', 'saja', 'sih', 'jangan', 'terlalu', 'jumawa', 'yang', 'hasilnya', 'malah', 'ancuran']",Negatif
"['dasar', 'pelatih', 'kulit', 'hitam', 'goblok']",Negatif
"['hubner', 'kebanyakan', 'pacaran', 'jadi', 'tidak', 'fokus', 'ke', 'peforma']",Negatif
"['kita', 'mau', 'instan']",Negatif
"['kluivert', 'ini', 'percaya', 'diri', 'tidak', 'sih', 'bisa', 'bawa', 'indonesia', 'sudah', 'sejauh', 'ini', 'loh', 'malah', 'kebantai']",Negatif
"['anjing', 'lah', 'malas', 'buka', 'gembok', 'tapi', 'mau', 'emil']",Negatif
"['attacking', 'football', 'orgasm', 'tidak', 'penting', 'menang', 'yang', 'penting', 'menyerang']",Negatif
"['secepat', 'ini', 'melupakan', 'sty']",Negatif
"['demi', 'satu', 'impian', 'yang', 'kerap', 'ganggu', 'tidurmu']",Negatif
"['belum', 'ada', 'dan', 'belum', 'kelihatan', 'taktik', 'jitu', 'dari', 'pelatih', 'yang', 'ditunjukkan', 'masih', 'ambyar']",Negatif
"['begini', 'loh', 'maksudnya', 'diprovide', 'atletnya', 'bukan', 'cuma', 'fisik', 'tapi', 'mental', 'juga', 'penting', 'heran']",Negatif
"['yaudasi', 'yang', 'penting', 'jago', 'saja']",Negatif
"['kenapa', 'tidak', 'ada', 'ole', 'dari', 'match', 'saja', 'sih', 'ajgg']",Negatif
"['asbun', 'banget', 'anjing', 'tapi', 'lucu']",Negatif
"['kudu', 'mencari', 'pemain', 'yang', 'finishing', 'ya', 'sempurna', 'untuk', 'sekarang', 'kekurangan', 'ya', 'di', 'finishing', 'ya', 'walau', 'passing', 'ya', 'masih', 'agak', 'berantakan']",Negatif
"['kenapa', 'sih', 'langsung', 'nyorot', 'wowo', 'sumpah', 'gua', 'tidak', 'mengerti', 'anjing', 'sampai', 'sekarang']",Negatif
"['masih', 'ada', 'saja', 'yang', 'tidak', 'setuju', 'naturalisasi', 'coba', 'cek', 'dompetnya', 'janganjangan', 'ada', 'kita', 'pdip']",Negatif
"['lucu', 'banget', 'hahahha', 'dengan', 'hasil', 'yang', 'sangat', 'mengecewakan']",Negatif
"['hindia', 'belanda', 'ini', 'mah']",Negatif
"['kelihatan', 'banget', 'abang', 'bodo', 'turunannya']",Negatif
"['federasi', 'aneh', 'yang', 'ganti', 'pelatih', 'di', 'tengah', 'turnamen', 'dengan', 'kondisi', 'tim', 'yang', 'baik', 'sajadahlah', 'erick', 'thohir', 'kamu', 'fokus', 'saja', 'benahi', 'bumn', 'yang', 'banyak', 'rugi', 'dan', 'korup', 'tidak', 'usah', 'mengurusi', 'bola', 'lagi', 'serahkan', 'pada', 'ahlinyalihat', 'hasil', 'dan', 'permainan', 'timnas', 'lawan', 'australia', 'kangen', 'sty']",Negatif
"['yang', 'menyarankan', 'ganti', 'pelatih', 'kamu', 'adalah', 'otak', 'perusak', 'timnas', 'alasan', 'komunikasi', 'taiii']",Negatif
"['erick', 'thohir', 'tidak', 'cuma', 'merugikan', 'banyak', 'vendor', 'bumn', 'tapi', 'juga', 'mengecewakan', 'hati', 'pecinta', 'sepakbola', 'indonesia']",Negatif
"['sejak', 'kapan', 'bangsa', 'belanda', 'suka', 'kepada', 'indonesia', 'cc', 'pak', 'yth', 'percuma', 'bayar', 'pemain', 'hasilnya', 'nol', 'pak', 'trimsss']",Negatif
"['goblok', 'lah', 'kamu', 'semua', 'se', 'federasi', 'federasi', 'pssi', 'tolol', 'ganti', 'pelatih', 'akibatnya', 'begini', 'tanggung', 'jawab', 'monyettt', 'gua', 'tidak', 'memaklumi', 'pelatih', 'baru', 'siapa', 'suruh', 'kamu', 'pecat', 'tbtb', 'tanpa', 'ada', 'isu', 'apapun', 'memang', 'federasi', 'korup', 'mafia', 'semua', 'isinya', 'najis']",Negatif
"['makin', 'tidak', 'jelas']",Negatif
"['yang', 'bisanya', 'team', 'ini', 'menunggu', 'moment', 'dan', 'bisa', 'bisanya', 'lo', 'rubah', 'itu', 'demi', 'hasutan', 'coach', 'tidak', 'ngecoach']",Negatif
"['sudah', 'lah', 'memang', 'dagelan', 'segala', 'ganti', 'pelatih', 'sih']",Negatif
"['kluivert', 'selesai', 'full', 'time', 'langsung', 'out', 'saja', 'lah']",Negatif
"['jadi', 'sampah']",Negatif
"['mirip', 'banget', 'fajar', 'sad', 'boy']",Negatif
"['emil', 'cleansheet', 'soalnya', 'takut', 'jejak', 'digital', 'bapaknya', 'ke', 'up', 'lagi']",Negatif
"['erick', 'thohir', 'tuh', 'terlalu', 'banyak', 'jabatan', 'jadi', 'puyeng']",Negatif
"['tujuan', 'diganti', 'jajaran', 'kepelatihan', 'secara', 'dadakan', 'tuh', 'apa', 'sih', 'hasil', 'kan', 'bukan', 'lagi', 'proses', 'yang', 'bilang', 'wajar', 'sih', 'patrick', 'baru', 'ngelatih', 'hari', 'dll', 'tapi', 'kan', 'pemain', 'juga', 'sudah', 'bagus', 'semua', 'jadi', 'gue', 'bodo', 'amat', 'mau', 'ya', 'hasil', 'bukan', 'lagi', 'proses']",Negatif
"['tidak', 'ada', 'alasan', 'sih', 'pantek', 'ini', 'harus', 'out', 'ketua', 'pssi', 'juga']",Negatif
"['kenapa', 'fan', 'timnas', 'kecewa', 'karena', 'mereka', 'sudah', 'berkorban', 'apapun', 'demi', 'tapi', 'malah', 'dihancurkan', 'oleh', 'sampai', 'sini', 'paham']",Negatif
"['oh', 'ini', 'total', 'football', 'kalah', 'total', 'hasilnya']",Negatif
"['naturalisasi', 'di', 'tambah', 'lumayan', 'banyak', 'banyak', 'pemain', 'dari', 'zamannya', 'sty', 'bukanya', 'makin', 'bagus', 'malah', 'balik', 'ke', 'zaman', 'gelapan']",Negatif
"['emil', 'bpk', 'kamu', 'tidak', 'mengambek', 'apaya']",Negatif
"['goblok', 'banget', 'sumpah', 'asuu']",Negatif
"['beliau', 'ini', 'tidak', 'terlihat', 'kusut', 'yang', 'kusut', 'alex', 'pastoor']",Negatif
"['jelek', 'banget', 'menang', 'karena', 'gol', 'penalty', 'padahal', 'lawannya', 'china']",Negatif
"['mamam', 'sudah', 'tuh']",Negatif
"['ya', 'allah', 'pengin', 'teriak', 'gooolll', 'tolong', 'bagi', 'gol', 'ya', 'allah']",Negatif
"['kok', 'bisa', 'ajggg', 'katanya', 'ganti', 'pelatih', 'biar', 'menyerang', 'ternyata', 'tidak', 'verhenti', 'keserang']",Negatif
"['jadi', 'anomali', 'begini', 'di', 'tangan', 'penjudi', 'wkwkwk']",Negatif
"['kocak', 'kamu', 'patrickada', 'ridho', 'malah', 'sandypelatih', 'lawak']",Negatif
"['pemain', 'belanda', 'kontol']",Negatif
"['kamu', 'makan', 'tuh', 'belandabelandaan', 'kntol']",Negatif
"['hasil', 'wawancara', 'saat', 'natal', 'tidak', 'pernah', 'bohong']",Negatif
"['harus', 'banget', 'ganti', 'pelatih']",Negatif
"['mampus', 'hahahahahahahah', 'erick', 'thohir', 'anjing', 'selamat', 'kamu', 'sudah', 'ngerusak', 'chemistry', 'yang', 'susah', 'payah', 'di', 'bangun', 'sama', 'sty', 'bangsat', 'makan', 'noh', 'total', 'football', 'tahi', 'anjinggg']",Negatif
"['ah', 'sty', 'mah', 'bagus', 'karena', 'pemainanya', 'kebanyakan', 'bule', 'ya', 'wkwowkwok', 'makan', 'tuh', 'ajg', 'wkwkwkw']",Negatif
"['hancur', 'cuy', 'mari', 'latihan', 'dulu']",Negatif
"['teruslah', 'mengocok', 'patrick']",Negatif
"['banyak', 'peluang', 'yang', 'ah', 'sudahlah']",Negatif
